EXHAUST TEMP 1,EXHAUST TEMP 2,EXHAUST TEMP 3,EXHAUST TEMP 4,EXHAUST TEMP 5,EXHAUST TEMP 6,KW,AMP,FREQ,LO IN TEMP,CPW IN TEMP,CPW OUT TEMP,SCAV TEMP,FO TEMP,TC IN TEMP,TC OUT TEMP,LO PRESS,FO PRESS,CW PRESS,SCAV AIR PRESS,TC LO PRESS,Rack Index,AvgEGT
436.0,427,451,477,416.0,453.0,417,668,60,60,54,60,35.0,98,548,397,5.3,7.0,3.1,1.9,2.8,23.51,443.3333333333333
451.0,427,436,456,403.0,442.0,367,603,60,60,32,60,35.0,100,544,397,5.3,7.1,1.8,1.6,2.9,22.01,435.8333333333333
431.0,408,420,423,420.0,403.0,205,289,60,60,52,57,33.0,101,517,435,5.1,7.3,3.3,0.6,3.0,17.15,417.5
414.0,415,415,410,396.0,420.0,289,419,60,62,54,60,33.0,104,509,444,5.1,7.8,3.3,0.7,2.8,19.67,411.6666666666667
427.0,422,425,466,397.0,435.0,391,625,60,60,54,60,36.0,99,535,390,5.3,6.8,3.1,1.7,2.8,22.73,428.6666666666667
432.0,432,450,478,422.0,456.0,442,694,60,61,56,62,36.0,101,551,391,5.3,7.0,3.2,2.1,2.8,24.26,445.0
423.0,425,419,447,433.0,450.0,400,651,60,62,32,37,34.0,104,508,398,4.9,7.5,3.2,1.7,2.7,23.0,432.8333333333333
432.0,431,414,431,435.0,441.0,415,664,60,62,32,38,34.0,103,510,388,4.9,7.3,1.9,1.9,2.7,23.45,430.6666666666667
428.0,430,425,448,457.0,455.0,441,708,60,62,56,63,35.0,103,512,385,4.9,7.4,3.1,2.0,2.7,24.23,440.5
427.0,423,423,441,450.0,450.0,429,715,60,62,56,62,34.0,104,510,385,4.9,7.4,3.1,2.1,2.7,23.87,435.6666666666667
391.0,372,380,363,292.0,346.0,198,300,60,59,61,64,32.0,102,456,388,4.3,6.9,3.1,0.6,4.3,16.94,357.3333333333333
410.0,406,420,414,386.0,411.0,203,366,60,61,53,59,33.0,107,503,440,5.0,7.6,3.2,0.7,2.8,17.09,407.8333333333333
427.0,423,423,441,450.0,450.0,429,715,60,62,56,62,34.0,104,510,385,4.9,7.4,3.1,2.1,2.7,23.87,435.6666666666667
376.0,372,380,363,292.0,346.0,198,300,60,59,61,64,32.0,102,456,388,4.3,6.9,3.1,0.6,4.3,16.94,354.8333333333333
410.0,406,420,414,386.0,411.0,203,366,60,61,53,59,33.0,107,503,440,5.0,7.6,3.2,0.7,2.8,17.09,407.8333333333333
428.0,427,417,439,432.0,442.0,388,634,60,62,32,37,34.0,101,503,393,4.9,7.6,3.2,1.7,2.7,22.64,430.8333333333333
433.0,436,486,474,428.0,478.0,445,729,60,61,56,62,37.0,102,546,392,5.4,7.2,3.2,2.0,2.8,24.35,455.8333333333333
441.0,431,451,465,415.0,438.0,370,584,60,60,35,59,35.0,98,536,394,5.4,7.0,1.9,1.6,2.9,22.1,440.1666666666667
439.0,424,436,481,417.0,445.0,379,624,60,61,56,62,35.0,101,537,392,5.4,7.0,3.3,1.8,2.8,22.37,440.3333333333333
445.0,415,439,474,414.0,445.0,400,625,60,60,54,60,35.0,93,537,388,5.4,6.9,3.1,1.9,2.9,23.0,438.6666666666667
424.0,410,412,401,407.0,398.0,179,262,60,60,52,57,33.0,25,512,434,5.5,3.7,3.2,0.6,3.0,16.37,408.6666666666667
427.0,423,420,440,425.0,452.0,410,665,60,62,32,38,34.0,52,508,383,4.9,6.7,3.2,1.8,2.7,23.3,431.1666666666667
439.0,440,440,452,452.0,477.0,459,745,60,62,57,63,35.0,52,523,388,4.8,7.9,3.2,2.2,2.7,24.77,450.0
430.0,428,427,435,423.0,445.0,394,644,60,62,33,38,34.0,48,510,389,4.9,6.8,1.9,1.8,2.7,22.82,431.3333333333333
436.0,431,438,447,452.0,475.0,464,734,60,63,58,64,36.0,52,526,389,4.8,7.3,3.2,2.2,2.7,24.92,446.5
427.0,427,425,440,430.0,452.0,428,692,60,62,56,62,34.0,50,512,383,4.9,7.8,3.2,1.9,2.7,23.84,433.5
430.0,397,399,433,420.0,389.0,181,303,60,60,53,59,33.0,50,524,433,5.5,8.2,3.2,0.6,3.0,16.43,411.3333333333333
397.0,392,402,405,371.0,401.0,186,323,60,61,52,58,33.0,51,492,433,5.0,8.1,3.2,0.7,3.2,16.58,394.6666666666667
407.0,411,415,419,397.0,418.0,376,510,60,62,32,37,33.0,45,497,390,5.0,8.7,3.2,1.4,2.7,22.28,411.1666666666667
397.0,386,389,391,365.0,393.0,220,335,60,61,52,58,33.0,47,494,433,5.0,8.8,3.3,0.8,2.8,17.6,386.8333333333333
419.0,416,422,407,419.0,424.0,373,571,60,62,32,37,33.0,54,497,390,4.9,8.4,3.2,1.5,2.7,22.19,417.8333333333333
413.0,397,398,427,424.0,400.0,171,358,60,61,53,58,33.0,48,514,430,5.5,8.9,3.2,0.7,3.0,16.13,409.8333333333333
413.0,414,422,422,398.0,415.0,175,350,60,61,52,57,32.0,47,494,436,5.0,8.8,3.3,0.7,2.8,16.25,414.0
427.0,424,424,425,396.0,415.0,292,465,60,61,53,59,33.0,53,503,414,4.9,8.4,3.2,1.4,2.1,19.76,418.5
449.0,417,418,440,424.0,399.0,188,335,60,61,52,57,33.0,57,514,458,5.5,8.5,3.0,0.5,3.0,16.64,424.5
420.0,417,414,419,381.0,408.0,184,298,60,61,52,57,33.0,56,515,459,5.0,8.3,3.3,0.6,2.8,16.52,409.8333333333333
448.0,419,420,448,427.0,396.0,173,305,60,60,32,54,33.0,56,543,461,5.5,8.6,3.2,0.5,3.0,16.19,426.3333333333333
411.0,413,414,425,374.0,409.0,182,272,60,61,33,35,33.0,56,507,456,5.0,8.6,3.3,0.6,2.9,16.46,407.6666666666667
447.0,417,418,448,425.0,392.0,161,293,60,60,52,57,33.0,53,540,462,5.0,8.5,3.2,0.5,3.0,15.83,424.5
411.0,403,414,417,374.0,403.0,152,235,60,61,51,56,33.0,53,498,456,5.0,8.5,3.2,0.5,3.0,15.56,403.6666666666667
444.0,421,430,486,427.0,410.0,185,330,60,61,52,57,33.0,53,541,459,5.5,8.6,3.2,0.6,2.9,16.55,436.3333333333333
409.0,408,413,414,381.0,406.0,185,296,60,61,52,57,33.0,51,504,453,5.0,8.6,3.2,0.6,2.9,16.55,405.1666666666667
444.0,423,431,447,425.0,405.0,195,322,60,60,52,57,33.0,52,512,458,5.5,8.7,3.2,0.6,3.0,16.85,429.1666666666667
410.0,406,413,414,383.0,410.0,185,293,60,61,52,53,32.0,51,518,453,5.0,8.6,3.2,0.6,3.0,16.55,406.0
435.0,405,328,414,374.0,428.0,162,266,60,59,32,53,32.0,45,526,449,5.5,8.2,3.2,0.5,3.1,15.86,397.3333333333333
483.0,399,411,348,369.0,399.0,167,254,60,61,32,35,32.0,46,490,444,5.0,8.1,3.3,0.5,3.0,16.01,401.5
414.0,397,400,431,411.0,389.0,205,374,60,60,59,58,33.0,45,517,425,5.5,8.8,3.2,1.0,3.2,17.15,407.0
427.0,426,431,428,402.0,415.0,175,303,60,61,52,58,32.0,46,506,447,5.0,8.6,3.3,0.6,3.3,16.25,421.5
424.0,423,433,432,400.0,299.0,297,445,60,62,32,36,33.0,44,511,417,4.9,8.5,3.2,1.2,2.7,19.91,401.8333333333333
322.0,327,296,328,276.0,310.0,180,397,60,60,61,64,32.0,50,457,352,4.3,8.0,3.1,0.8,4.2,16.4,309.8333333333333
399.0,394,405,405,364.0,397.0,178,237,60,61,52,57,32.0,51,498,444,5.0,8.3,3.3,0.6,2.8,16.34,394.0
330.0,341,297,331,296.0,364.0,294,440,60,60,62,66,33.0,52,465,372,4.2,7.7,2.4,1.1,4.2,19.82,326.5
335.0,354,313,339,306.0,381.0,379,623,60,60,32,35,33.0,48,483,361,4.0,6.6,2.3,1.7,4.0,22.37,338.0
439.0,416,420,440,416.0,392.0,184,324,60,60,54,60,33.0,51,532,449,5.5,7.2,3.2,0.6,3.0,16.52,420.5
337.0,329,297,346,287.0,306.0,169,269,60,60,59,62,33.0,50,457,391,4.2,6.5,3.2,0.6,3.1,16.07,317.0
450.0,423,422,445,422.0,394.0,158,286,60,60,32,49,33.0,53,541,465,5.5,8.5,3.2,0.5,3.0,15.74,426.0
318.0,322,300,355,284.0,298.0,160,260,60,60,31,34,32.0,52,453,392,4.1,7.8,3.1,0.5,4.1,15.8,312.8333333333333
439.0,425,430,450,425.0,396.0,168,301,60,60,52,60,33.0,46,478,372,5.5,8.5,3.2,0.5,3.0,16.04,427.5
318.0,322,300,355,284.0,298.0,189,289,60,61,60,64,33.0,46,480,368,4.1,7.8,3.1,0.5,4.1,16.67,312.8333333333333
343.0,355,298,332,298.0,377.0,342,532,60,60,60,65,33.0,46,478,373,4.0,8.2,3.1,1.4,3.9,21.26,333.8333333333333
448.0,422,396,442,425.0,397.0,173,310,60,60,32,34,33.0,48,541,461,5.5,7.9,3.3,0.6,3.0,16.19,421.6666666666667
322.0,346,296,351,280.0,302.0,183,274,60,60,32,35,32.0,48,458,391,4.9,7.7,3.2,0.6,4.0,16.49,316.1666666666667
452.0,427,408,447,425.0,397.0,164,284,60,60,32,49,33.0,52,544,465,5.5,8.6,3.3,0.5,3.0,15.92,426.0
326.0,313,298,354,283.0,304.0,164,245,60,60,32,34,32.0,52,460,305,4.1,8.0,3.2,0.5,4.0,15.92,313.0
447.0,447,452,472,428.0,456.0,437,716,60,61,56,62,36.0,49,548,398,5.3,7.6,3.1,1.8,2.8,24.11,450.3333333333333
456.0,432,440,465,422.0,434.0,367,596,60,60,54,60,35.0,51,545,405,5.3,8.0,3.2,1.7,2.9,22.01,441.5
431.0,411,420,430,439.0,405.0,223,341,60,60,53,58,33.0,51,532,439,5.4,8.7,3.3,0.8,3.0,17.69,422.6666666666667
331.0,341,295,349,289.0,318.0,214,350,60,60,62,65,32.0,51,472,399,4.1,8.5,3.2,0.7,3.9,17.42,320.5
499.0,415,440,428,413.0,382.0,167,254,60,60,32,49,33.0,53,537,458,5.5,8.9,3.3,0.5,3.0,16.01,429.5
333.0,339,298,357,284.0,310.0,166,291,60,60,32,34,32.0,52,464,397,4.0,8.3,3.3,0.5,4.0,15.98,320.1666666666667
439.0,420,421,434,433.0,403.0,199,309,60,60,53,59,33.0,51,536,444,5.4,8.7,3.2,0.7,3.0,16.97,425.0
337.0,340,296,343,288.0,331.0,205,350,60,60,61,64,32.0,51,473,399,4.0,8.3,3.1,0.7,3.2,17.15,322.5
439.0,416,420,433,424.0,397.0,194,299,60,60,32,49,33.0,51,539,459,5.5,8.7,3.2,0.5,3.0,16.82,421.5
330.0,337,302,364,289.0,322.0,179,317,60,60,32,34,32.0,51,465,400,4.0,8.4,3.2,0.5,4.0,16.37,324.0
448.0,416,420,450,425.0,400.0,185,291,60,60,53,59,33.0,51,542,451,5.4,8.6,3.3,0.7,3.0,16.55,426.5
333.0,339,299,351,290.0,321.0,184,327,60,60,61,64,32.0,51,470,401,4.0,8.4,3.2,0.6,3.9,16.52,322.1666666666667
431.0,419,415,431,428.0,403.0,209,339,60,60,52,59,33.0,53,533,441,5.4,8.7,3.3,0.8,3.0,17.27,421.1666666666667
432.0,459,406,422,400.0,403.0,219,390,60,62,54,59,33.0,54,518,451,5.0,8.5,3.2,0.8,3.2,17.57,420.3333333333333
440.0,416,408,438,424.0,399.0,166,274,60,60,31,48,32.0,54,532,456,5.4,8.8,3.3,0.5,3.0,15.98,420.8333333333333
423.0,456,390,410,381.0,389.0,169,294,60,61,32,35,33.0,54,504,453,5.0,8.9,3.2,0.6,3.3,16.07,408.1666666666667
447.0,452,424,455,419.0,420.0,383,632,60,62,32,37,33.0,49,511,407,4.9,8.7,3.2,1.5,2.7,22.49,436.1666666666667
428.0,414,425,432,420.0,394.0,179,314,60,60,52,57,33.0,50,529,449,5.5,9.1,3.2,0.6,3.0,16.37,418.8333333333333
425.0,448,390,409,365.0,380.0,174,292,60,61,52,54,33.0,51,493,445,5.0,9.0,3.2,0.6,2.9,16.22,402.8333333333333
430.0,423,426,431,426.0,400.0,240,390,60,60,53,58,33.0,47,541,433,5.4,9.2,3.2,0.7,3.0,18.2,422.6666666666667
423.0,445,390,406,379.0,388.0,223,377,60,61,52,57,33.0,47,503,435,4.9,9.1,3.2,0.8,2.7,17.69,405.1666666666667
410.0,398,401,413,413.0,388.0,236,396,60,60,53,58,33.0,47,517,420,5.4,9.1,3.2,1.0,2.9,18.08,403.8333333333333
417.0,447,390,407,374.0,389.0,202,347,60,61,52,58,32.0,48,497,433,4.9,9.1,3.3,0.6,2.8,17.06,404.0
444.0,459,408,428,393.0,403.0,290,463,60,62,32,36,33.0,45,506,409,4.9,9.0,3.2,1.3,2.7,19.7,422.5
285.0,293,276,344,270.0,273.0,126,232,60,58,60,63,32.0,48,428,373,4.0,8.4,3.2,0.4,4.0,14.78,290.1666666666667
405.0,482,359,366,341.0,343.0,124,213,60,61,50,55,33.0,49,456,423,5.0,9.1,3.3,0.4,3.1,14.72,382.6666666666667
432.0,459,431,438,402.0,420.0,309,499,60,62,32,37,33.0,50,509,410,4.9,8.9,3.2,1.3,2.7,20.27,430.3333333333333
281.0,295,275,348,265.0,275.0,107,237,60,59,60,63,32.0,50,431,380,4.0,8.6,3.2,0.4,4.0,14.21,289.8333333333333
393.0,418,342,382,332.0,333.0,105,152,60,61,50,54,32.0,51,467,431,5.0,9.2,3.3,0.3,3.2,14.15,366.6666666666667
450.0,456,421,424,449.0,424.0,343,549,60,62,32,38,34.0,54,515,405,4.8,8.4,3.2,1.8,2.7,21.29,437.3333333333333
329.0,326,289,343,279.0,315.0,201,355,60,61,61,64,32.0,51,459,386,4.0,7.8,3.2,0.7,3.9,17.03,313.5
422.0,459,394,413,374.0,386.0,207,302,60,61,52,57,32.0,51,507,448,4.9,8.5,3.2,0.7,2.8,17.21,408.0
447.0,457,448,419,422.0,417.0,373,582,60,59,31,34,33.0,55,504,408,4.9,8.2,3.2,1.8,2.7,22.19,435.0
334.0,330,296,341,284.0,330.0,219,379,60,61,61,65,32.0,51,465,385,4.0,7.8,3.2,0.6,3.9,17.57,319.1666666666667
427.0,464,397,413,380.0,390.0,210,314,60,61,52,57,33.0,53,508,448,4.9,8.3,3.2,0.7,2.8,17.3,411.8333333333333
331.0,329,290,338,279.0,322.0,219,381,60,60,42,45,32.0,51,462,388,4.0,7.9,3.2,0.8,3.9,17.57,314.8333333333333
425.0,465,399,410,388.0,393.0,231,332,60,61,53,56,33.0,53,511,445,4.9,8.5,3.2,0.7,3.0,17.93,413.3333333333333
450.0,464,425,449,418.0,425.0,309,505,60,62,58,63,34.0,55,516,420,4.8,8.3,3.4,1.4,2.6,20.27,438.5
455.0,460,430,445,430.0,425.0,324,521,60,62,32,37,33.0,53,518,419,4.8,8.4,1.9,1.4,2.6,20.72,440.8333333333333
431.0,409,411,424,415.0,373.0,132,247,60,59,52,56,33.0,47,521,451,5.5,9.1,3.2,0.5,3.0,14.96,410.5
423.0,448,381,391,357.0,357.0,139,209,60,61,50,55,33.0,49,489,450,4.9,9.1,3.2,0.4,3.0,15.17,392.8333333333333
430.0,443,391,376,422.0,369.0,339,524,60,61,32,35,33.0,47,492,448,4.9,9.2,3.2,0.6,2.9,21.17,405.1666666666667
433.0,428,438,440,420.0,405.0,189,321,60,61,53,59,33.0,47,531,444,5.4,8.5,3.2,0.7,3.0,16.67,427.3333333333333
432.0,455,399,412,388.0,393.0,193,329,60,61,52,58,33.0,48,514,453,4.9,8.5,3.2,0.7,2.8,16.79,413.1666666666667
424.0,416,421,435,416.0,398.0,206,340,60,60,53,58,33.0,51,525,443,5.4,8.8,3.2,0.7,3.0,17.18,418.3333333333333
438.0,449,400,420,383.0,391.0,206,333,60,61,53,58,33.0,52,512,457,4.9,9.0,3.2,0.7,2.7,17.18,413.5
430.0,413,420,436,414.0,410.0,190,330,60,59,32,49,33.0,51,524,443,5.4,9.1,1.8,0.6,3.0,16.7,420.5
431.0,450,410,427,400.0,400.0,204,320,60,61,32,35,33.0,51,501,451,4.9,9.0,1.8,0.6,2.8,17.12,419.6666666666667
437.0,417,421,439,416.0,394.0,190,300,60,60,52,58,33.0,51,533,447,4.9,9.1,3.9,0.6,2.8,16.7,420.6666666666667
331.0,340,301,335,296.0,338.0,236,369,60,60,60,64,33.0,48,472,390,3.9,7.2,3.1,0.8,3.9,18.08,323.5
448.0,465,411,423,397.0,403.0,238,389,60,61,54,59,33.0,49,503,443,4.9,7.5,3.3,0.9,2.7,18.14,424.5
467.0,457,425,464,432.0,439.0,392,630,60,62,55,62,34.0,48,523,413,4.8,7.6,3.2,1.8,2.6,22.76,447.3333333333333
467.0,465,431,473,439.0,445.0,401,645,60,62,55,62,34.0,49,527,416,4.8,8.0,3.2,1.7,2.7,23.03,453.3333333333333
469.0,463,430,465,437.0,435.0,398,640,60,62,32,37,33.0,50,528,419,4.8,7.7,3.2,1.6,2.7,22.94,449.8333333333333
467.0,435,435,437,440.0,445.0,401,645,60,62,55,62,34.0,49,531,414,4.8,7.8,3.2,1.8,2.7,23.03,443.1666666666667
352.0,355,309,344,313.0,390.0,377,610,60,60,32,38,33.0,47,489,368,3.8,7.2,3.1,1.7,3.7,22.31,343.8333333333333
440.0,412,420,422,428.0,410.0,167,209,60,60,53,57,33.0,56,526,452,5.5,8.5,3.2,0.5,3.0,16.01,422.0
428.0,449,410,406,410.0,400.0,152,300,60,61,51,56,33.0,55,501,460,4.9,8.7,3.2,0.5,2.9,15.56,417.1666666666667
440.0,428,430,452,435.0,420.0,240,363,60,61,53,58,33.0,54,547,446,4.4,8.4,3.2,0.8,2.9,18.2,434.1666666666667
440.0,472,445,447,420.0,450.0,213,326,60,62,53,54,32.0,53,519,453,4.9,8.5,3.2,0.8,2.7,17.39,445.6666666666667
440.0,442,431,466,431.0,435.0,295,460,60,61,54,59,34.0,54,553,431,5.3,8.6,3.1,2.8,61.0,19.85,440.8333333333333
440.0,470,443,459,419.0,451.0,260,354,60,63,54,58,33.0,53,518,450,5.0,8.53,3.1,0.9,2.9,18.8,447.0
441.0,443,451,468,433.0,434.0,305,449,60,61,31,50,33.0,51,551,431,5.3,8.5,3.1,1.2,2.9,20.15,445.0
443.0,435,430,467,441.0,424.0,279,451,60,61,53,59,33.0,49,553,436,5.3,8.6,3.1,1.2,2.8,19.37,440.0
443.0,428,430,475,425.0,428.0,294,467,60,61,53,59,33.0,48,554,430,5.3,8.8,3.1,1.3,2.8,19.82,438.1666666666667
441.0,431,428,458,430.0,428.0,324,537,60,61,53,58,34.0,47,553,420,5.3,8.7,3.2,1.4,2.8,20.72,436.0
442.0,433,435,455,426.0,431.0,319,507,60,61,53,59,35.0,46,545,421,5.4,9.1,3.1,1.3,2.9,20.57,437.0
447.0,438,436,467,424.0,434.0,320,509,60,61,53,58,34.0,46,552,419,5.4,8.9,3.1,1.3,2.6,20.6,441.0
433.0,435,430,470,430.0,427.0,303,407,60,60,53,59,34.6,47,548,422,5.4,8.9,3.2,1.2,2.9,20.09,437.5
433.0,438,430,474,429.0,428.0,331,524,60,61,53,58,34.0,47,549,424,5.4,8.9,3.3,1.3,2.8,20.93,438.6666666666667
448.0,473,430,448,423.0,425.0,355,512,60,62,55,61,33.0,46,536,429,4.8,8.9,3.2,1.3,2.6,21.65,441.1666666666667
449.0,470,435,445,425.0,428.0,332,514,60,62,54,60,33.0,47,537,427,4.8,8.8,3.3,1.3,2.7,20.96,442.0
456.0,470,422,448,409.0,420.0,329,663,60,61,53,59,33.0,47,524,430,4.8,8.9,3.2,1.2,2.6,20.87,437.5
344.8,354,312,330,306.9,369.8,315,482,60,61,61,65,33.0,45,509,388,3.8,8.2,3.1,1.3,3.8,20.45,336.24999999999994
312.0,321,302,357,287.0,304.0,176,269,60,60,31,34,32.0,50,456,394,3.9,8.3,3.2,0.5,3.8,16.28,313.8333333333333
427.0,449,392,420,372.0,383.0,184,284,60,61,32,34,33.0,51,503,458,4.9,5.8,3.2,0.6,2.8,16.52,407.1666666666667
438.0,422,415,427,424.0,389.0,154,239,60,61,54,57,33.0,52,531,459,5.5,8.7,3.2,0.5,3.0,15.62,419.1666666666667
310.0,302,360,280,301.0,315.0,151,253,60,61,64,60,32.0,51,461,401,3.9,8.2,3.2,0.5,3.8,15.53,311.3333333333333
355.0,355,315,346,315.0,397.0,379,627,60,60,32,37,33.0,46,489,368,3.7,7.1,3.0,1.7,3.6,22.37,347.1666666666667
438.0,416,422,427,424.0,389.0,153,240,60,61,53,58,33.0,51,531,429,5.4,8.7,3.3,0.4,3.0,15.59,419.3333333333333
316.0,303,360,289,310.0,302.0,152,254,60,61,64,60,32.0,50,461,401,3.9,8.3,3.3,0.5,3.8,15.56,313.3333333333333
370.0,368,335,352,336.0,380.0,402,661,60,60,63,67,33.0,47,374,500,3.6,6.9,3.1,2.0,3.5,23.06,356.8333333333333
459.0,417,428,429,390.0,401.0,153,243,60,61,54,59,35.0,52,552,460,5.4,8.7,3.3,0.4,4.0,15.59,420.6666666666667
473.0,477,435,470,440.0,442.0,391,651,60,62,32,40,34.0,49,543,422,4.7,7.8,3.1,1.9,2.6,22.73,456.1666666666667
440.0,410,428,430,425.0,421.0,159,246,60,61,53,58,34.0,52,531,490,5.3,8.4,3.3,0.5,3.0,15.77,425.6666666666667
441.0,415,430,425,430.0,435.0,236,302,60,61,51,60,34.0,53,532,491,4.8,8.9,3.2,1.3,2.8,18.08,429.3333333333333
456.0,469,424,430,433.0,435.0,339,639,60,62,32,38,32.0,50,553,420,4.7,8.9,3.0,1.3,2.6,21.17,441.1666666666667
442.0,428,410,433,426.0,407.0,163,347,60,60,53,59,33.0,54,546,429,5.5,8.9,3.1,0.5,3.0,15.89,424.3333333333333
432.0,429,390,404,370.0,376.0,182,271,60,61,53,58,33.0,53,526,461,4.8,9.2,3.1,0.5,2.8,16.46,400.1666666666667
438.0,423,430,438,423.0,402.0,184,350,60,60,31,49,33.0,52,543,458,5.5,9.1,3.1,0.6,3.0,16.52,425.6666666666667
431.0,447,394,424,282.0,377.0,204,285,60,61,32,35,33.0,53,506,455,4.9,9.2,3.1,0.6,2.7,17.12,392.5
460.0,447,410,453,440.0,419.0,171,279,60,60,58,53,33.0,54,550,468,5.5,9.0,3.0,0.4,3.0,16.13,438.1666666666667
435.0,464,400,413,390.0,391.0,191,322,60,61,59,53,33.0,54,525,453,5.0,9.1,3.1,0.6,2.6,16.73,415.5
439.0,425,440,425,425.0,430.0,185,352,60,60,31,49,33.0,52,542,459,5.5,9.2,3.1,0.6,2.89,16.55,430.6666666666667
440.0,449,425,390,395.0,400.0,205,291,60,61,32,35,34.0,53,506,456,4.8,9.1,3.1,0.59,2.9,17.15,416.5
428.0,402,410,406,422.0,338.0,99,409,60,60,52,57,33.3,50,518,458,5.5,8.6,3.1,0.3,3.1,13.97,401.0
283.0,291,279,343,260.0,271.0,174,181,60,60,59,63,30.3,50,431,388,3.7,8.6,3.1,0.3,3.7,16.22,287.8333333333333
434.0,423,410,427,420.0,402.0,163,366,60,60,54,59,33.0,51,557,465,5.4,8.6,3.1,0.8,3.0,15.89,419.3333333333333
335.0,346,307,351,295.0,325.0,191,383,60,60,63,67,32.0,50,492,402,3.6,8.5,3.1,0.6,3.6,16.73,326.5
456.0,428,420,457,442.0,413.0,160,267,60,60,53,58,33.0,52,553,470,5.4,8.6,3.1,0.6,3.0,15.8,436.0
342.0,338,306,341,285.0,315.0,160,285,60,60,62,65,32.0,51,470,401,3.6,8.3,3.1,0.6,3.6,15.8,321.1666666666667
444.0,423,449,449,427.0,415.0,180,294,60,60,35,49,33.0,50,549,464,5.4,8.7,3.1,0.6,3.0,16.4,434.5
332.0,340,302,346,287.0,337.0,187,302,60,60,34,36,33.0,50,475,400,3.6,8.5,3.0,0.7,3.6,16.61,324.0
451.0,428,410,445,441.0,424.0,239,403,60,61,31,50,33.0,55,557,456,5.4,8.7,3.0,0.9,2.9,18.17,433.1666666666667
455.0,466,417,432,408.0,400.0,239,362,60,61,32,37,32.0,55,545,461,4.8,8.7,3.0,0.8,2.6,18.17,429.6666666666667
495.0,417,440,434,438.0,423.0,234,360,60,60,31,50,33.0,54,533,552,5.4,8.9,3.1,0.8,2.9,18.02,441.1666666666667
449.0,473,414,427,415.0,403.0,435,506,60,62,32,37,32.0,54,445,458,4.8,8.7,3.0,0.8,2.6,24.05,430.1666666666667
440.0,423,410,432,494.0,432.0,164,222,60,60,52,57,33.0,53,541,473,5.4,8.9,3.0,0.5,3.0,15.92,438.5
435.0,472,390,410,364.0,374.0,150,300,60,61,52,57,33.0,53,517,461,4.8,8.9,3.1,0.5,3.1,15.5,407.5
477.0,477,442,469,441.0,449.0,382,631,60,62,58,64,35.0,50,566,431,4.7,7.8,3.0,1.6,2.6,22.46,459.1666666666667
479.0,476,438,466,440.0,447.0,381,632,60,62,58,64,35.0,50,566,425,4.7,8.1,3.0,1.6,2.6,22.43,457.6666666666667
469.0,342,481,444,472.0,462.0,450,704,60,62,60,66,35.0,50,541,419,4.6,7.9,3.0,1.9,2.6,24.5,445.0
470.0,480,443,472,463.0,475.0,455,639,60,61,61,67,35.0,50,542,418,4.7,7.8,3.0,1.8,2.61,24.65,467.1666666666667
472.0,474,440,472,452.0,456.0,411,688,60,62,60,66,34.0,51,560,423,4.6,7.9,2.5,1.7,2.6,23.33,461.0
471.0,473,439,473,453.0,454.0,412,692,60,62,60,65,35.0,51,560,422,4.5,7.9,2.4,1.8,2.61,23.36,460.5
465.0,467,440,469,447.0,456.0,414,686,60,62,33,40,35.0,52,533,418,4.6,9.2,3.1,1.8,2.6,23.42,457.3333333333333
469.0,473,439,468,470.0,470.0,435,690,60,62,60,66,34.0,52,570,520,4.6,7.8,2.9,2.0,2.5,24.05,464.8333333333333
466.0,473,436,473,462.0,466.0,432,705,60,62,33,40,34.0,50,539,422,4.6,7.8,3.0,1.8,2.62,23.96,462.6666666666667
467.0,473,438,464,445.0,452.0,409,671,60,62,60,66,35.0,50,568,423,4.6,7.6,3.1,1.8,2.6,23.27,456.5
467.0,470,456,462,465.0,445.0,430,650,60,62,60,67,34.0,50,565,422,4.5,7.5,3.8,1.8,2.6,23.9,460.8333333333333
436.0,435,420,469,417.0,447.0,359,604,60,61,56,77,35.0,48,551,416,5.4,7.8,3.4,1.5,2.9,21.77,437.3333333333333
430.0,432,470,469,414.0,449.0,364,607,60,61,56,78,36.0,46,541,543,5.4,7.5,3.1,1.7,5.2,21.92,444.0
335.0,342,308,330,292.0,338.0,392,459,60,59,62,66,33.0,46,484,592,5.1,7.5,3.1,0.8,5.0,22.76,324.1666666666667
349.0,358,311,340,303.0,360.0,383,623,60,49,63,67,34.0,43,478,313,5.0,7.5,3.0,1.8,4.8,22.49,336.8333333333333
310.0,317,290,339,275.0,296.0,168,282,60,58,65,62,33.0,51,478,382,5.1,7.4,3.1,1.6,5.0,16.04,304.5
356.0,376,393,444,409.0,436.0,178,304,60,61,61,56,33.0,53,448,383,4.8,7.9,3.1,1.6,2.8,16.34,402.3333333333333
326.0,349,299,320,289.0,343.0,286,453,60,59,62,66,33.0,45,492,365,4.9,8.5,1.6,1.3,4.8,19.58,321.0
322.0,324,301,351,272.0,314.0,189,353,60,59,61,65,33.0,52,459,397,5.0,7.6,2.6,0.6,4.9,16.67,314.0
360.0,385,397,444,415.0,440.0,193,352,60,62,56,61,34.0,53,516,452,4.8,7.6,3.1,0.5,2.8,16.79,406.8333333333333
349.0,366,315,354,306.0,370.0,296,450,60,61,64,68,33.0,60,516,396,4.9,8.4,3.0,1.2,4.8,19.88,343.3333333333333
385.0,398,400,470,414.0,441.0,176,494,60,61,55,66,33.0,56,540,462,4.7,8.7,3.1,0.6,2.8,16.28,418.0
