EXHAUST TEMP 1,EXHAUST TEMP 2,EXHAUST TEMP 3,EXHAUST TEMP 4,EXHAUST TEMP 5,EXHAUST TEMP 6,KW,AMP,FREQ,LO IN TEMP,CPW IN TEMP,CPW OUT TEMP,SCAV TEMP,FO TEMP,TC IN TEMP,TC OUT TEMP,LO PRESS,FO PRESS,CW PRESS,SCAV AIR PRESS,TC LO PRESS,Rack Index,AvgEGT
397.0,410,384,389,379.0,413.0,223,400,60,61,33,37,32.0,54,501,429,5.0,6.8,3.2,0.9,2.7,17.69,395.3333333333333
415.0,397,407,431,419.0,422.0,240,367,60,61,36,53,37.0,45,526,431,5.2,7.2,1.8,0.8,2.9,18.2,415.1666666666667
402.0,411,391,406,377.0,422.0,243,406,60,62,37,41,34.0,44,511,435,4.9,7.1,1.8,0.9,2.7,18.29,401.5
414.0,394,404,431,418.0,423.0,237,348,60,60,34,51,36.0,45,528,430,5.2,6.7,3.1,0.8,2.9,18.11,414.0
406.0,417,394,407,352.0,424.0,241,408,60,62,31,39,35.0,45,510,432,4.9,6.7,3.2,0.9,2.7,18.23,400.0
417.0,396,407,423,403.0,413.0,224,335,60,61,37,54,38.0,50,532,439,5.2,7.6,3.2,0.8,2.8,17.72,409.8333333333333
407.0,414,391,403,376.0,423.0,231,395,60,62,38,42,38.0,49,509,440,4.9,7.0,3.2,0.8,2.7,17.93,402.3333333333333
423.0,402,422,425,491.0,414.0,213,385,60,61,37,53,37.0,47,524,444,5.2,6.8,1.7,0.7,2.8,17.39,429.5
414.0,419,398,400,390.0,434.0,217,373,60,62,38,40,37.0,46,510,449,4.9,6.9,1.7,0.7,2.7,17.51,409.1666666666667
431.0,394,417,423,408.0,403.0,186,285,60,61,35,51,36.0,48,524,449,5.2,7.2,1.7,0.5,2.9,16.58,412.6666666666667
414.0,414,389,400,369.0,431.0,178,313,60,62,36,38,36.0,48,507,455,5.0,7.1,1.7,0.5,2.9,16.34,402.8333333333333
428.0,397,420,423,408.0,411.0,188,314,60,61,30,51,36.0,48,524,449,5.2,7.1,1.7,0.6,2.9,16.64,414.5
431.0,397,423,408,407.0,407.0,183,335,60,61,35,38,36.0,48,521,447,5.0,7.3,1.7,0.6,2.8,16.49,412.1666666666667
427.0,390,423,425,410.0,411.0,185,300,60,61,34,51,36.0,48,524,449,5.2,7.1,1.7,0.6,2.9,16.55,414.3333333333333
409.0,414,389,398,371.0,430.0,188,329,60,61,35,38,36.0,48,507,451,5.0,7.3,1.7,0.6,2.8,16.64,401.8333333333333
423.0,398,420,425,459.0,414.0,220,341,60,61,35,57,36.0,45,521,441,5.1,6.8,1.7,0.7,2.8,17.6,423.1666666666667
411.0,417,390,484,389.0,434.0,119,369,60,61,36,38,36.0,45,509,447,5.0,6.9,1.7,0.7,2.8,14.57,420.8333333333333
430.0,393,425,411,411.0,425.0,193,324,60,61,34,51,35.0,49,524,447,5.2,7.2,1.7,0.6,2.9,16.79,415.8333333333333
410.0,414,388,406,382.0,435.0,211,368,60,61,36,38,36.0,48,510,450,5.0,7.3,1.7,0.6,2.8,17.33,405.8333333333333
428.0,420,422,441,397.0,425.0,448,718,60,62,33,40,36.0,105,535,402,4.9,7.5,32.0,1.9,2.7,24.44,422.1666666666667
431.0,410,411,445,420.0,425.0,249,346,60,61,32,50,34.0,103,534,431,5.1,7.1,1.7,1.0,2.8,18.47,423.6666666666667
422.0,416,407,400,397.0,439.0,251,492,60,61,33,37,32.0,105,514,433,4.9,7.2,1.7,0.9,2.7,18.53,413.5
436.0,406,414,442,426.0,423.0,247,340,60,61,31,49,33.0,103,534,436,5.1,7.4,1.7,0.8,2.8,18.41,424.5
424.0,416,407,401,397.0,441.0,243,484,60,61,32,36,31.0,105,515,438,4.9,7.0,1.7,0.8,2.7,18.29,414.3333333333333
410.0,416,406,427,430.0,487.0,404,684,60,62,55,64,31.0,102,523,480,4.9,7.4,3.1,1.7,2.7,23.12,429.3333333333333
436.0,407,414,445,424.0,420.0,250,346,60,61,32,50,34.0,99,534,432,5.0,7.3,1.7,0.8,2.8,18.5,424.3333333333333
420.0,417,410,402,397.0,439.0,247,494,60,61,33,37,31.0,102,514,464,5.0,7.8,1.8,0.9,2.7,18.41,414.1666666666667
414.0,430,405,426,397.0,503.0,433,693,60,62,33,39,36.0,102,529,397,4.8,7.7,1.8,1.9,2.7,23.99,429.1666666666667
430.0,410,414,447,417.0,425.0,247,394,60,61,32,50,34.0,102,532,427,5.1,7.4,1.8,0.9,2.8,18.41,423.8333333333333
423.0,411,408,407,397.0,440.0,248,411,60,61,33,37,31.0,105,510,434,4.9,8.2,1.7,0.9,2.7,18.44,414.3333333333333
440.0,410,414,444,469.0,431.0,239,379,60,61,32,50,34.0,102,534,434,5.1,7.5,3.2,0.8,2.9,18.17,434.6666666666667
416.0,419,410,403,397.0,441.0,239,431,60,62,33,37,31.0,105,515,441,4.9,8.4,3.2,0.8,2.7,18.17,414.3333333333333
438.0,407,410,450,423.0,423.0,236,363,60,61,32,50,34.0,101,536,434,5.1,6.9,1.8,0.8,2.8,18.08,425.1666666666667
420.0,414,408,402,397.0,445.0,239,423,60,62,33,37,31.0,104,515,439,4.9,8.2,1.8,0.8,2.7,18.17,414.3333333333333
447.0,410,411,447,423.0,425.0,243,376,60,61,33,51,34.0,102,536,436,5.1,7.0,3.2,0.8,2.8,18.29,427.1666666666667
424.0,414,410,403,422.0,444.0,234,425,60,61,30,34,32.0,105,516,445,4.9,8.1,3.2,0.8,2.7,18.02,419.5
435.0,416,410,453,425.0,435.0,268,408,60,61,32,51,34.0,101,540,431,5.0,7.3,1.7,0.9,2.7,19.04,429.0
419.0,407,408,410,397.0,453.0,265,465,60,62,33,37,31.0,102,514,432,4.9,8.3,1.7,0.9,2.7,18.95,415.6666666666667
432.0,403,406,432,424.0,411.0,191,294,60,61,32,49,33.0,104,529,447,5.1,8.0,1.8,0.6,2.8,16.73,418.0
405.0,402,393,397,397.0,433.0,203,340,60,61,32,35,31.0,106,503,443,5.0,8.9,1.8,0.7,2.8,17.09,404.5
430.0,405,406,430,425.0,415.0,192,301,60,61,32,48,32.0,104,530,442,5.1,7.9,1.9,0.6,2.7,16.76,418.5
407.0,408,395,367,430.0,397.0,198,321,60,61,32,34,32.0,105,504,441,5.0,8.3,1.8,0.6,2.8,16.94,400.6666666666667
424.0,391,396,422,416.0,368.0,137,225,60,61,31,48,33.0,105,512,445,5.0,7.9,3.2,0.3,2.9,15.11,402.8333333333333
397.0,381,391,379,397.0,411.0,144,392,60,61,32,34,30.0,108,484,440,5.0,8.8,3.2,0.4,3.1,15.32,392.6666666666667
440.0,403,407,434,432.0,416.0,206,320,60,61,32,50,33.0,102,534,442,4.9,8.0,1.8,0.7,2.7,17.18,422.0
416.0,411,403,403,397.0,403.0,206,342,60,61,33,36,30.0,104,508,447,5.0,8.8,1.8,0.7,2.8,17.18,405.5
426.0,394,390,415,410.0,376.0,110,209,60,60,31,48,33.0,100,506,440,5.0,7.5,3.4,0.3,2.8,14.3,401.8333333333333
394.0,386,391,380,400.0,414.0,141,259,60,61,32,34,32.0,102,482,438,5.1,8.1,3.5,0.4,3.1,15.23,394.1666666666667
419.0,393,397,425,411.0,391.0,153,218,60,61,32,48,33.0,102,511,441,4.8,7.7,2.2,0.4,2.7,15.59,406.0
399.0,385,397,386,397.0,418.0,144,269,60,61,33,34,32.0,104,489,442,5.0,8.1,2.2,0.5,3.0,15.32,397.0
419.0,393,391,423,411.0,401.0,142,218,60,61,32,48,33.0,102,507,441,4.8,7.6,2.2,0.4,2.8,15.26,406.3333333333333
399.0,392,399,388,397.0,422.0,145,261,60,61,33,34,32.0,105,486,441,5.0,8.0,2.2,0.4,3.1,15.35,399.5
435.0,407,400,447,418.0,426.0,275,426,60,61,33,35,35.0,98,528,420,4.7,6.6,1.9,1.0,2.6,19.25,422.1666666666667
423.0,428,411,417,397.0,450.0,271,451,60,62,34,38,34.0,101,519,435,4.9,7.6,1.9,1.0,2.7,19.13,421.0
442.0,439,415,498,425.0,473.0,404,643,60,63,57,63,39.0,102,557,399,4.6,6.4,3.1,2.0,2.4,23.12,448.6666666666667
435.0,406,402,445,420.0,423.0,259,411,60,61,33,52,34.0,99,527,424,4.7,6.6,1.9,0.9,2.6,18.77,421.8333333333333
423.0,420,414,417,397.0,453.0,255,426,60,62,34,38,34.0,103,520,421,4.6,7.7,1.9,0.9,2.7,18.65,420.6666666666667
431.0,400,399,433,433.0,424.0,199,306,60,61,31,50,33.0,103,525,441,4.7,7.5,3.2,0.6,2.6,16.97,420.0
413.0,403,402,410,431.0,403.0,200,330,60,61,32,35,32.0,106,507,449,4.9,8.6,3.3,0.7,2.8,17.0,410.3333333333333
426.0,443,420,433,384.0,401.0,411,676,60,63,33,41,36.0,104,535,399,4.8,8.2,1.8,1.9,2.7,23.33,417.8333333333333
438.0,408,406,438,431.0,413.0,190,293,60,60,31,49,32.0,99,524,448,4.6,7.2,1.9,0.5,2.6,16.7,422.3333333333333
406.0,403,406,402,313.0,393.0,183,325,60,59,31,34,32.0,99,446,410,5.1,8.6,1.7,0.5,5.3,16.49,387.1666666666667
436.0,405,400,443,428.0,420.0,224,339,60,61,31,51,33.0,102,533,435,4.5,7.4,1.9,0.8,2.5,17.72,422.0
400.0,397,410,396,321.0,390.0,228,367,60,60,31,35,30.0,102,444,415,5.0,9.1,1.9,0.7,5.2,17.84,385.6666666666667
448.0,422,413,475,430.0,466.0,392,634,60,61,32,53,37.0,102,550,408,4.2,6.6,1.9,1.7,2.3,22.76,442.3333333333333
440.0,408,405,480,425.0,420.0,219,326,60,61,31,50,33.0,100,533,440,4.4,7.4,1.9,0.7,2.4,17.57,429.6666666666667
368.0,395,405,394,322.0,320.0,217,360,60,60,31,34,31.0,100,534,418,5.0,9.2,1.8,0.7,5.2,17.51,367.3333333333333
424.0,403,389,414,430.0,483.0,378,597,60,61,38,49,40.0,102,500,385,4.2,6.8,1.9,1.8,2.0,22.34,423.8333333333333
458.0,426,420,492,430.0,483.0,403,656,60,61,33,55,38.0,402,556,405,4.2,6.8,1.9,1.8,2.3,23.09,451.5
428.0,439,408,435,460.0,490.0,428,677,60,62,36,42,39.0,104,527,396,4.7,6.9,1.8,2.0,2.6,23.84,443.3333333333333
428.0,445,447,455,498.0,444.0,465,734,60,63,36,43,41.0,103,533,393,4.8,7.6,1.9,2.1,2.7,24.95,452.8333333333333
417.0,431,396,432,500.0,495.0,403,680,60,62,36,42,39.0,104,524,393,4.8,7.9,1.8,1.8,2.7,23.09,445.1666666666667
430.0,425,411,424,511.0,494.0,426,689,60,62,36,43,38.0,105,532,397,4.7,7.8,1.9,2.0,2.6,23.78,449.1666666666667
432.0,431,410,433,512.0,491.0,415,681,60,62,36,43,38.0,105,531,397,4.7,7.8,1.8,2.0,2.6,23.45,451.5
433.0,431,416,432,500.0,490.0,429,685,60,62,35,42,39.0,102,531,394,4.7,6.6,1.8,2.0,2.6,23.87,450.3333333333333
459.0,438,434,494,441.0,478.0,429,711,60,61,34,56,39.0,105,541,407,4.0,6.5,1.8,2.0,2.2,23.87,457.3333333333333
458.0,440,433,503,442.0,475.0,452,737,60,61,34,57,39.0,100,569,403,3.9,7.7,1.8,2.0,2.1,24.56,458.5
139.0,406,405,419,221.0,459.0,399,649,60,60,32,37,32.0,101,508,389,4.8,6.5,1.8,1.6,5.0,22.97,341.5
455.0,433,431,511,436.0,475.0,438,721,60,61,34,56,39.0,102,564,405,3.9,7.5,1.8,1.9,2.1,24.14,456.8333333333333
447.0,427,415,403,425.0,473.0,414,670,60,60,32,54,37.0,98,557,403,3.9,7.7,1.8,1.8,2.1,23.42,431.6666666666667
459.0,442,440,490,447.0,478.0,455,742,60,61,33,54,39.0,100,543,403,3.7,7.7,1.8,2.1,2.0,24.65,459.3333333333333
420.0,416,516,435,332.0,460.0,445,660,60,60,32,38,34.0,100,507,381,4.8,6.0,1.8,1.9,4.9,24.35,429.8333333333333
445.0,416,411,430,331.0,460.0,447,740,60,60,32,38,33.0,102,503,380,4.8,6.0,1.8,1.9,4.9,24.41,415.5
431.0,398,398,427,318.0,450.0,410,660,60,60,32,37,33.0,100,501,380,4.8,6.3,1.8,1.8,4.9,23.3,403.6666666666667
430.0,411,390,415,318.0,472.0,389,620,60,62,32,35,32.0,100,532,389,4.7,8.1,1.9,1.8,2.6,22.67,406.0
427.0,414,390,416,450.0,475.0,389,631,60,62,32,37,32.0,100,506,384,4.7,7.9,1.9,1.7,2.7,22.67,428.6666666666667
414.0,413,388,419,486.0,479.0,401,647,60,62,32,35,33.0,103,507,383,4.7,7.9,1.9,1.9,2.6,23.03,433.1666666666667
406.0,427,385,424,427.0,473.0,388,616,60,62,33,38,34.0,104,506,389,4.7,7.9,3.2,1.9,2.6,22.64,423.6666666666667
408.0,411,386,411,386.0,415.0,389,629,60,62,32,38,34.0,104,500,382,4.7,7.6,1.9,1.8,2.6,22.67,402.8333333333333
402.0,416,381,410,425.0,475.0,369,655,60,62,32,37,34.0,105,501,382,4.7,7.7,1.9,1.7,2.6,22.07,418.1666666666667
408.0,408,408,386,411.0,450.0,387,621,60,62,32,37,33.0,102,499,380,4.7,7.7,1.9,1.8,2.6,22.61,411.8333333333333
407.0,418,386,411,419.0,482.0,401,645,60,62,32,38,34.0,102,503,376,4.7,8.1,1.9,2.0,2.6,23.03,420.5
405.0,407,382,418,420.0,483.0,400,649,60,62,32,38,34.0,101,503,377,4.7,7.9,1.9,1.9,2.6,23.0,419.1666666666667
408.0,406,379,411,425.0,437.0,379,611,60,62,37,38,34.0,102,498,379,4.7,7.9,3.2,1.8,2.6,22.37,411.0
408.0,380,388,410,406.0,391.0,172,341,60,60,32,50,32.0,100,495,411,3.8,8.1,2.1,0.7,2.1,16.16,397.1666666666667
415.0,419,393,415,450.0,481.0,393,621,60,62,32,38,35.0,104,508,374,4.7,7.9,1.9,2.1,2.6,22.79,428.8333333333333
414.0,410,392,420,450.0,480.0,403,650,60,62,32,38,34.0,101,503,381,4.6,7.8,1.9,2.0,2.6,23.09,427.6666666666667
405.0,396,397,399,400.0,423.0,358,566,60,62,54,59,33.0,102,473,440,4.6,7.8,1.8,1.4,2.6,21.74,403.3333333333333
400.0,381,388,396,301.0,427.0,357,579,60,59,31,36,33.0,100,473,369,4.8,6.9,1.8,1.4,4.9,21.71,382.1666666666667
396.0,383,391,400,384.0,433.0,417,680,60,59,31,36,34.0,100,480,344,4.7,6.7,1.8,1.9,4.9,23.51,397.8333333333333
420.0,408,405,425,420.0,419.0,199,323,60,59,58,59,32.0,102,459,386,3.7,7.1,2.8,0.7,2.1,16.97,416.1666666666667
400.0,368,386,367,298.0,366.0,209,347,60,59,61,64,32.0,100,458,390,4.8,7.1,2.9,0.7,5.0,17.27,364.1666666666667
398.0,372,383,366,293.0,365.0,186,310,60,59,61,64,32.0,101,455,392,4.8,7.0,3.3,0.6,5.0,16.58,362.8333333333333
410.0,398,393,394,388.0,419.0,185,312,60,62,54,59,33.0,102,495,439,4.6,7.8,3.3,0.7,2.6,16.55,400.3333333333333
237.0,399,391,393,307.0,435.0,413,635,60,59,31,34,34.0,102,480,371,4.46,6.5,1.8,1.7,4.8,23.39,360.3333333333333
398.0,384,385,403,307.0,428.0,386,630,60,59,61,65,33.0,102,480,369,4.6,6.9,1.8,1.6,4.8,22.58,384.1666666666667
400.0,391,390,410,312.0,441.0,418,652,60,59,32,37,34.0,100,483,365,4.6,6.5,1.8,1.8,4.7,23.54,390.6666666666667
398.0,384,392,405,310.0,436.0,402,696,60,59,61,66,34.0,102,489,368,4.5,6.5,1.8,1.8,4.7,23.06,387.5
389.0,385,390,403,310.0,436.0,398,612,60,59,61,64,34.0,102,484,367,4.5,6.5,1.8,1.8,4.7,22.94,385.5
399.0,369,386,371,279.0,372.0,201,392,60,58,60,64,32.0,100,443,389,4.7,7.4,1.8,0.6,4.7,17.03,362.6666666666667
397.0,402,396,397,352.0,419.0,197,339,60,62,55,41,33.0,102,498,439,4.7,7.4,1.9,0.6,2.7,16.91,393.8333333333333
369.0,374,386,368,274.0,372.0,464,626,60,58,60,63,32.0,102,412,389,4.7,7.2,1.8,1.8,4.9,24.92,357.1666666666667
350.0,369,386,374,281.0,374.0,202,309,60,59,60,64,32.0,30,450,390,4.7,5.6,1.8,0.6,4.9,17.06,355.6666666666667
407.0,413,398,408,420.0,428.0,197,355,60,62,50,60,33.0,30,503,441,4.8,5.9,1.9,0.7,2.6,16.91,412.3333333333333
430.0,534,614,432,439.0,466.0,374,589,60,62,32,34,34.0,47,520,401,4.5,8.5,1.9,1.7,2.5,22.22,485.8333333333333
401.0,385,398,397,305.0,423.0,376,590,60,60,61,66,33.0,47,482,375,4.6,8.4,1.8,1.5,4.8,22.28,384.8333333333333
390.0,375,390,383,272.0,369.0,183,312,60,59,60,64,32.0,45,448,393,4.7,8.6,3.1,0.6,4.9,16.49,363.1666666666667
409.0,403,393,394,361.0,414.0,176,262,60,61,54,59,33.0,49,494,439,4.6,9.4,3.2,0.6,2.6,16.28,395.6666666666667
414.0,386,400,414,400.0,390.0,167,243,60,60,53,58,33.0,46,502,431,5.69,7.8,1.9,0.5,3.1,16.01,400.6666666666667
392.0,397,389,383,349.0,410.0,166,312,60,61,51,56,33.0,46,489,434,4.6,7.6,1.9,0.6,2.7,15.98,386.6666666666667
416.0,408,3382,432,414.0,423.0,236,336,60,60,32,54,33.0,45,517,425,5.4,7.5,3.2,0.8,3.0,18.08,912.5
396.0,411,396,407,382.0,423.0,228,395,60,61,32,36,33.0,45,509,426,4.6,7.2,3.3,0.9,2.5,17.84,402.5
424.0,405,426,432,408.0,422.0,204,302,60,60,32,54,33.0,46,524,441,5.6,7.8,1.9,0.6,3.1,17.12,419.5
397.0,407,391,406,372.0,423.0,209,384,60,62,32,35,33.0,47,500,435,4.5,8.1,1.9,0.7,2.5,17.27,399.3333333333333
424.0,410,425,435,414.0,422.0,215,316,60,60,53,59,33.0,47,524,436,5.5,7.8,3.2,0.7,3.0,17.45,421.6666666666667
398.0,415,393,407,381.0,427.0,226,402,60,62,53,59,33.0,47,501,430,4.4,8.0,3.2,0.8,2.4,17.78,403.5
430.0,408,430,431,419.0,419.0,184,291,60,60,53,58,33.0,50,525,448,5.5,7.8,3.3,0.5,3.0,16.52,422.8333333333333
405.0,416,397,405,367.0,427.0,188,371,60,62,52,58,33.0,50,502,439,4.4,8.0,3.3,0.6,2.3,16.64,402.8333333333333
423.0,410,436,425,423.0,440.0,206,289,60,60,32,52,33.0,49,524,443,5.5,7.8,3.2,0.6,3.0,17.18,426.1666666666667
396.0,399,396,393,355.0,414.0,173,286,60,61,32,35,33.0,49,495,440,4.4,8.0,3.2,0.6,2.5,16.19,392.1666666666667
410.0,397,398,428,406.0,406.0,230,330,60,60,53,59,33.0,46,520,418,5.5,8.2,3.0,0.9,3.0,17.9,407.5
397.0,415,397,408,382.0,423.0,231,417,60,62,54,59,33.0,44,501,424,4.3,8.3,3.2,0.9,2.5,17.93,403.6666666666667
424.0,397,450,419,402.0,394.0,178,250,60,59,31,52,32.0,45,515,441,5.5,7.8,1.9,0.5,3.1,16.34,414.3333333333333
390.0,386,397,389,355.0,407.0,180,323,60,61,32,35,32.0,46,487,432,4.4,8.0,1.9,0.6,2.5,16.4,387.3333333333333
425.0,386,390,415,406.0,389.0,181,274,60,60,52,58,33.0,42,514,439,5.5,7.7,3.3,0.5,3.1,16.43,401.8333333333333
350.0,377,377,359,280.0,335.0,174,305,60,58,54,60,31.0,43,431,382,4.7,7.2,3.2,0.5,4.8,16.22,346.3333333333333
427.0,397,418,424,407.0,400.0,176,242,60,60,31,52,33.0,47,519,444,5.5,7.4,3.3,0.5,3.1,16.28,412.1666666666667
399.0,402,399,406,379.0,424.0,184,351,60,62,35,52,33.0,47,498,439,4.3,7.2,3.3,0.4,2.4,16.52,401.5
426.0,396,408,421,401.0,400.0,184,255,60,61,31,52,34.0,46,518,433,5.5,7.4,3.3,0.8,3.1,16.52,408.6666666666667
398.0,405,399,409,381.0,424.0,186,350,60,62,32,51,33.0,46,490,422,4.3,7.2,3.3,0.6,2.4,16.58,402.6666666666667
413.0,423,406,424,389.0,451.0,329,528,60,62,33,36,33.0,46,508,399,4.2,7.0,1.9,1.4,2.3,20.87,417.6666666666667
425.0,393,408,421,401.0,410.0,186,307,60,61,31,52,34.0,46,518,420,5.4,7.2,1.8,0.5,3.1,16.58,409.6666666666667
412.0,420,408,425,390.0,452.0,185,308,60,62,32,36,33.0,45,509,398,4.2,7.1,1.9,0.4,2.3,16.55,417.8333333333333
411.0,419,408,423,443.0,393.0,355,542,60,62,55,60,33.0,40,507,393,4.1,7.3,3.2,1.6,2.3,21.65,416.1666666666667
424.0,394,404,421,403.0,406.0,176,266,60,61,56,60,32.0,43,518,423,5.4,7.3,3.3,0.5,3.1,16.28,408.6666666666667
410.0,409,420,396,448.0,409.0,186,259,60,62,55,60,32.0,42,508,391,4.1,7.3,3.2,0.5,2.3,16.58,415.3333333333333
411.0,419,408,423,390.0,440.0,368,543,60,62,55,61,34.0,40,507,393,4.1,7.3,3.2,1.6,2.3,22.04,415.1666666666667
419.0,400,420,424,420.0,408.0,207,331,60,60,54,59,33.0,44,523,430,5.5,8.2,3.3,0.7,3.0,17.21,415.1666666666667
397.0,405,388,405,371.0,422.0,204,355,60,62,53,59,33.0,44,498,427,4.1,8.3,3.3,0.7,2.3,17.12,398.0
419.0,391,350,417,408.0,394.0,168,282,60,60,31,52,33.0,43,508,431,5.5,8.0,3.3,0.6,3.0,16.04,396.5
349.0,397,388,394,355.0,416.0,190,301,60,60,32,35,33.0,43,422,420,4.1,7.8,3.3,0.6,2.3,16.7,383.1666666666667
423.0,399,359,410,406.0,381.0,166,301,60,59,32,53,33.0,37,508,435,5.5,7.2,3.3,0.5,3.1,15.98,396.3333333333333
397.0,377,390,386,349.0,405.0,185,287,60,61,32,35,33.0,37,490,435,4.0,6.4,3.3,0.6,2.3,16.55,384.0
411.0,414,403,417,385.0,442.0,349,534,60,62,32,36,33.0,42,503,391,4.0,7.4,1.9,1.4,2.2,21.47,412.0
416.0,385,400,414,407.0,382.0,179,279,60,59,53,59,33.0,40,507,432,5.5,7.9,1.9,0.5,3.1,16.37,400.6666666666667
392.0,389,383,388,347.0,405.0,179,299,60,61,52,56,32.0,40,482,424,4.0,7.8,1.9,0.6,2.3,16.37,384.0
427.0,394,368,416,405.0,397.0,191,294,60,60,53,59,33.0,42,512,433,5.5,7.9,3.2,0.6,3.0,16.73,401.1666666666667
391.0,397,386,389,349.0,405.0,188,305,60,62,52,58,33.0,44,430,428,4.0,7.6,3.2,0.6,2.3,16.64,386.1666666666667
407.0,372,382,398,401.0,368.0,158,244,60,59,51,56,33.0,41,492,425,5.6,8.0,3.3,0.3,3.2,15.74,388.0
383.0,377,377,365,332.0,391.0,154,258,60,61,51,55,33.0,41,461,417,4.1,7.8,3.3,0.5,2.4,15.62,370.8333333333333
399.0,399,410,432,408.0,415.0,294,477,60,60,54,60,34.0,35,517,397,5.4,7.3,3.2,1.4,2.9,19.82,410.5
408.0,406,393,393,360.0,410.0,297,481,60,62,55,60,33.0,35,507,411,3.9,7.3,3.3,1.1,2.2,19.91,395.0
352.0,367,379,365,289.0,355.0,247,412,60,59,62,65,32.0,39,449,375,4.5,8.1,3.1,0.9,4.6,18.41,351.1666666666667
399.0,410,394,408,376.0,425.0,258,409,60,62,54,59,32.0,40,501,420,3.9,8.1,3.3,0.9,2.1,18.74,402.0
411.0,381,340,404,374.0,402.0,154,275,60,59,31,52,32.0,35,503,433,5.5,7.3,3.2,0.4,3.1,15.62,385.3333333333333
391.0,377,380,363,339.0,391.0,151,294,60,62,32,34,33.0,35,475,427,3.9,7.2,3.3,0.5,2.3,15.53,373.5
423.0,396,401,419,414.0,401.0,192,332,60,59,52,58,33.0,38,511,436,5.5,7.9,3.2,0.5,3.0,16.76,409.0
397.0,406,393,397,352.0,411.0,207,344,60,61,52,57,33.0,38,490,430,3.8,7.9,3.3,0.7,2.1,17.21,392.6666666666667
410.0,380,459,399,397.0,366.0,154,270,60,59,52,58,33.0,39,504,432,5.5,7.8,3.3,0.4,3.1,15.62,401.8333333333333
380.0,371,356,326,377.0,372.0,155,229,60,61,51,56,33.0,39,457,420,3.8,7.8,3.3,0.4,3.3,15.65,363.6666666666667
411.0,382,451,400,389.0,365.0,157,266,60,59,52,58,33.0,40,507,418,5.5,7.8,3.3,0.5,3.1,15.71,399.6666666666667
381.0,370,374,358,325.0,378.0,159,234,60,61,51,56,33.0,40,420,418,3.8,7.8,3.3,0.4,3.3,15.77,364.3333333333333
414.0,377,378,402,411.0,373.0,149,257,60,59,32,52,33.0,42,502,438,5.5,7.8,1.9,0.4,3.1,15.47,392.5
390.0,383,381,373,334.0,393.0,152,238,60,61,32,35,33.0,42,476,426,3.8,7.7,1.9,0.5,2.2,15.56,375.6666666666667
415.0,377,380,401,399.0,376.0,155,256,60,59,36,60,33.0,42,503,430,5.5,7.8,1.9,0.4,3.1,15.65,391.3333333333333
389.0,381,381,373,335.0,396.0,152,238,60,61,38,60,33.0,42,478,428,3.8,7.7,1.9,0.5,2.2,15.56,375.8333333333333
406.0,411,406,4119,379.0,435.0,342,523,60,62,55,61,34.0,41,503,393,3.7,7.6,3.2,1.4,2.1,21.26,1026.0
416.0,374,380,405,397.0,368.0,162,273,60,59,53,58,33.0,40,503,431,5.5,7.7,3.3,0.4,3.1,15.86,390.0
380.0,373,372,357,330.0,380.0,152,227,60,61,51,56,33.0,40,472,420,3.7,7.7,3.3,0.4,2.1,15.56,365.3333333333333
414.0,379,340,403,399.0,360.0,184,278,60,59,31,52,33.0,41,502,432,5.5,7.7,3.3,0.4,3.1,16.52,382.5
377.0,364,379,368,327.0,381.0,162,229,60,61,32,34,32.0,41,472,423,3.6,7.8,3.3,0.5,2.1,15.86,366.0
419.0,411,420,440,402.0,426.0,323,548,60,60,32,55,34.0,31,526,394,5.4,7.1,1.8,1.5,2.9,20.69,419.6666666666667
427.0,394,400,416,399.0,356.0,185,286,60,59,52,57,32.0,33,514,438,5.5,7.0,3.2,0.5,3.1,16.55,398.6666666666667
385.0,368,377,360,279.0,332.0,188,342,60,59,57,60,32.0,32,433,381,4.6,6.4,3.1,0.6,3.1,16.64,350.1666666666667
414.0,346,359,317,287.0,249.0,185,350,60,60,72,53,33.0,31,521,480,5.5,7.0,3.3,0.6,3.2,16.55,328.6666666666667
469.0,440,459,449,430.0,460.0,402,660,60,37,36,39,32.0,33,304,309,7.1,1.2,0.1,0.4,4.3,23.06,451.1666666666667
331.0,373,379,383,308.0,397.0,374,619,60,60,31,34,34.0,98,467,355,4.3,6.7,3.0,1.8,4.3,22.22,361.8333333333333
436.0,398,402,428,420.0,401.0,209,375,60,60,55,60,33.0,103,520,431,5.4,8.0,3.2,0.7,3.0,17.27,414.1666666666667
396.0,377,388,366,304.0,348.0,215,328,60,59,60,64,32.0,102,452,388,4.4,8.8,3.2,0.7,4.4,17.45,363.1666666666667
399.0,384,383,308,403.0,390.0,395,668,60,60,32,36,34.0,102,473,363,4.3,8.2,1.8,1.6,4.2,22.85,377.8333333333333
400.0,385,380,391,308.0,400.0,414,662,60,60,60,65,32.0,100,476,363,4.2,6.5,2.8,1.7,4.2,23.42,377.3333333333333
385.0,383,380,389,306.0,401.0,393,636,60,60,60,65,32.0,100,475,364,4.1,6.9,2.8,1.7,4.2,22.79,374.0
448.0,426,451,484,419.0,462.0,439,409,60,60,55,61,35.0,100,556,396,5.3,8.1,3.2,1.7,2.8,24.17,448.3333333333333
435.0,422,408,460,447.0,465.0,403,637,60,60,32,60,34.0,96,540,396,5.3,7.3,3.2,1.6,2.8,23.09,439.5
