KW,LO IN TEMP,SCAV TEMP,FO TEMP,TC IN TEMP,TC OUT TEMP,LO PRESS,FO PRESS,CW PRESS,SCAV AIR PRESS,TC LO PRESS,Rack Index,AvgEGT
197,62,33.0,30,503,441,4.8,5.9,1.9,0.7,2.6,16.91,412.3333333333333
374,62,34.0,47,520,401,4.5,8.5,1.9,1.7,2.5,22.22,485.8333333333333
376,60,33.0,47,482,375,4.6,8.4,1.8,1.5,4.8,22.28,384.8333333333333
183,59,32.0,45,448,393,4.7,8.6,3.1,0.6,4.9,16.49,363.1666666666667
176,61,33.0,49,494,439,4.6,9.4,3.2,0.6,2.6,16.28,395.6666666666667
167,60,33.0,46,502,431,5.69,7.8,1.9,0.5,3.1,16.01,400.6666666666667
166,61,33.0,46,489,434,4.6,7.6,1.9,0.6,2.7,15.98,386.6666666666667
236,60,33.0,45,517,425,5.4,7.5,3.2,0.8,3.0,18.08,912.5
228,61,33.0,45,509,426,4.6,7.2,3.3,0.9,2.5,17.84,402.5
204,60,33.0,46,524,441,5.6,7.8,1.9,0.6,3.1,17.12,419.5
209,62,33.0,47,500,435,4.5,8.1,1.9,0.7,2.5,17.27,399.3333333333333
215,60,33.0,47,524,436,5.5,7.8,3.2,0.7,3.0,17.45,421.6666666666667
226,62,33.0,47,501,430,4.4,8.0,3.2,0.8,2.4,17.78,403.5
184,60,33.0,50,525,448,5.5,7.8,3.3,0.5,3.0,16.52,422.8333333333333
188,62,33.0,50,502,439,4.4,8.0,3.3,0.6,2.3,16.64,402.8333333333333
206,60,33.0,49,524,443,5.5,7.8,3.2,0.6,3.0,17.18,426.1666666666667
173,61,33.0,49,495,440,4.4,8.0,3.2,0.6,2.5,16.19,392.1666666666667
230,60,33.0,46,520,418,5.5,8.2,3.0,0.9,3.0,17.9,407.5
231,62,33.0,44,501,424,4.3,8.3,3.2,0.9,2.5,17.93,403.6666666666667
178,59,32.0,45,515,441,5.5,7.8,1.9,0.5,3.1,16.34,414.3333333333333
180,61,32.0,46,487,432,4.4,8.0,1.9,0.6,2.5,16.4,387.3333333333333
181,60,33.0,42,514,439,5.5,7.7,3.3,0.5,3.1,16.43,401.8333333333333
174,58,31.0,43,431,382,4.7,7.2,3.2,0.5,4.8,16.22,346.3333333333333
176,60,33.0,47,519,444,5.5,7.4,3.3,0.5,3.1,16.28,412.1666666666667
184,62,33.0,47,498,439,4.3,7.2,3.3,0.4,2.4,16.52,401.5
184,61,34.0,46,518,433,5.5,7.4,3.3,0.8,3.1,16.52,408.6666666666667
186,62,33.0,46,490,422,4.3,7.2,3.3,0.6,2.4,16.58,402.6666666666667
329,62,33.0,46,508,399,4.2,7.0,1.9,1.4,2.3,20.87,417.6666666666667
186,61,34.0,46,518,420,5.4,7.2,1.8,0.5,3.1,16.58,409.6666666666667
185,62,33.0,45,509,398,4.2,7.1,1.9,0.4,2.3,16.55,417.8333333333333
355,62,33.0,40,507,393,4.1,7.3,3.2,1.6,2.3,21.65,416.1666666666667
176,61,32.0,43,518,423,5.4,7.3,3.3,0.5,3.1,16.28,408.6666666666667
186,62,32.0,42,508,391,4.1,7.3,3.2,0.5,2.3,16.58,415.3333333333333
368,62,34.0,40,507,393,4.1,7.3,3.2,1.6,2.3,22.04,415.1666666666667
207,60,33.0,44,523,430,5.5,8.2,3.3,0.7,3.0,17.21,415.1666666666667
204,62,33.0,44,498,427,4.1,8.3,3.3,0.7,2.3,17.12,398.0
168,60,33.0,43,508,431,5.5,8.0,3.3,0.6,3.0,16.04,396.5
190,60,33.0,43,422,420,4.1,7.8,3.3,0.6,2.3,16.7,383.1666666666667
166,59,33.0,37,508,435,5.5,7.2,3.3,0.5,3.1,15.98,396.3333333333333
185,61,33.0,37,490,435,4.0,6.4,3.3,0.6,2.3,16.55,384.0
349,62,33.0,42,503,391,4.0,7.4,1.9,1.4,2.2,21.47,412.0
179,59,33.0,40,507,432,5.5,7.9,1.9,0.5,3.1,16.37,400.6666666666667
179,61,32.0,40,482,424,4.0,7.8,1.9,0.6,2.3,16.37,384.0
191,60,33.0,42,512,433,5.5,7.9,3.2,0.6,3.0,16.73,401.1666666666667
188,62,33.0,44,430,428,4.0,7.6,3.2,0.6,2.3,16.64,386.1666666666667
158,59,33.0,41,492,425,5.6,8.0,3.3,0.3,3.2,15.74,388.0
154,61,33.0,41,461,417,4.1,7.8,3.3,0.5,2.4,15.62,370.8333333333333
294,60,34.0,35,517,397,5.4,7.3,3.2,1.4,2.9,19.82,410.5
297,62,33.0,35,507,411,3.9,7.3,3.3,1.1,2.2,19.91,395.0
247,59,32.0,39,449,375,4.5,8.1,3.1,0.9,4.6,18.41,351.1666666666667
258,62,32.0,40,501,420,3.9,8.1,3.3,0.9,2.1,18.74,402.0
154,59,32.0,35,503,433,5.5,7.3,3.2,0.4,3.1,15.62,385.3333333333333
151,62,33.0,35,475,427,3.9,7.2,3.3,0.5,2.3,15.53,373.5
192,59,33.0,38,511,436,5.5,7.9,3.2,0.5,3.0,16.76,409.0
207,61,33.0,38,490,430,3.8,7.9,3.3,0.7,2.1,17.21,392.6666666666667
154,59,33.0,39,504,432,5.5,7.8,3.3,0.4,3.1,15.62,401.8333333333333
155,61,33.0,39,457,420,3.8,7.8,3.3,0.4,3.3,15.65,363.6666666666667
157,59,33.0,40,507,418,5.5,7.8,3.3,0.5,3.1,15.71,399.6666666666667
159,61,33.0,40,420,418,3.8,7.8,3.3,0.4,3.3,15.77,364.3333333333333
149,59,33.0,42,502,438,5.5,7.8,1.9,0.4,3.1,15.47,392.5
152,61,33.0,42,476,426,3.8,7.7,1.9,0.5,2.2,15.56,375.6666666666667
155,59,33.0,42,503,430,5.5,7.8,1.9,0.4,3.1,15.65,391.3333333333333
152,61,33.0,42,478,428,3.8,7.7,1.9,0.5,2.2,15.56,375.8333333333333
162,59,33.0,40,503,431,5.5,7.7,3.3,0.4,3.1,15.86,390.0
152,61,33.0,40,472,420,3.7,7.7,3.3,0.4,2.1,15.56,365.3333333333333
184,59,33.0,41,502,432,5.5,7.7,3.3,0.4,3.1,16.52,382.5
162,61,32.0,41,472,423,3.6,7.8,3.3,0.5,2.1,15.86,366.0
323,60,34.0,31,526,394,5.4,7.1,1.8,1.5,2.9,20.69,419.6666666666667
185,59,32.0,33,514,438,5.5,7.0,3.2,0.5,3.1,16.55,398.6666666666667
188,59,32.0,32,433,381,4.6,6.4,3.1,0.6,3.1,16.64,350.1666666666667
185,60,33.0,31,521,480,5.5,7.0,3.3,0.6,3.2,16.55,328.6666666666667
402,37,32.0,33,304,309,7.1,1.2,0.1,0.4,4.3,23.06,451.1666666666667
374,60,34.0,98,467,355,4.3,6.7,3.0,1.8,4.3,22.22,361.8333333333333
209,60,33.0,103,520,431,5.4,8.0,3.2,0.7,3.0,17.27,414.1666666666667
215,59,32.0,102,452,388,4.4,8.8,3.2,0.7,4.4,17.45,363.1666666666667
395,60,34.0,102,473,363,4.3,8.2,1.8,1.6,4.2,22.85,377.8333333333333
414,60,32.0,100,476,363,4.2,6.5,2.8,1.7,4.2,23.42,377.3333333333333
393,60,32.0,100,475,364,4.1,6.9,2.8,1.7,4.2,22.79,374.0
439,60,35.0,100,556,396,5.3,8.1,3.2,1.7,2.8,24.17,448.3333333333333
403,60,34.0,96,540,396,5.3,7.3,3.2,1.6,2.8,23.09,439.5
417,60,35.0,98,548,397,5.3,7.0,3.1,1.9,2.8,23.51,443.3333333333333
367,60,35.0,100,544,397,5.3,7.1,1.8,1.6,2.9,22.01,435.8333333333333
205,60,33.0,101,517,435,5.1,7.3,3.3,0.6,3.0,17.15,417.5
289,62,33.0,104,509,444,5.1,7.8,3.3,0.7,2.8,19.67,411.6666666666667
391,60,36.0,99,535,390,5.3,6.8,3.1,1.7,2.8,22.73,428.6666666666667
442,61,36.0,101,551,391,5.3,7.0,3.2,2.1,2.8,24.26,445.0
400,62,34.0,104,508,398,4.9,7.5,3.2,1.7,2.7,23.0,432.8333333333333
415,62,34.0,103,510,388,4.9,7.3,1.9,1.9,2.7,23.45,430.6666666666667
441,62,35.0,103,512,385,4.9,7.4,3.1,2.0,2.7,24.23,440.5
429,62,34.0,104,510,385,4.9,7.4,3.1,2.1,2.7,23.87,435.6666666666667
198,59,32.0,102,456,388,4.3,6.9,3.1,0.6,4.3,16.94,357.3333333333333
203,61,33.0,107,503,440,5.0,7.6,3.2,0.7,2.8,17.09,407.8333333333333
198,59,32.0,102,456,388,4.3,6.9,3.1,0.6,4.3,16.94,354.8333333333333
388,62,34.0,101,503,393,4.9,7.6,3.2,1.7,2.7,22.64,430.8333333333333
445,61,37.0,102,546,392,5.4,7.2,3.2,2.0,2.8,24.35,455.8333333333333
370,60,35.0,98,536,394,5.4,7.0,1.9,1.6,2.9,22.1,440.1666666666667
379,61,35.0,101,537,392,5.4,7.0,3.3,1.8,2.8,22.37,440.3333333333333
400,60,35.0,93,537,388,5.4,6.9,3.1,1.9,2.9,23.0,438.6666666666667
179,60,33.0,25,512,434,5.5,3.7,3.2,0.6,3.0,16.37,408.6666666666667
410,62,34.0,52,508,383,4.9,6.7,3.2,1.8,2.7,23.3,431.1666666666667
459,62,35.0,52,523,388,4.8,7.9,3.2,2.2,2.7,24.77,450.0
394,62,34.0,48,510,389,4.9,6.8,1.9,1.8,2.7,22.82,431.3333333333333
464,63,36.0,52,526,389,4.8,7.3,3.2,2.2,2.7,24.92,446.5
428,62,34.0,50,512,383,4.9,7.8,3.2,1.9,2.7,23.84,433.5
181,60,33.0,50,524,433,5.5,8.2,3.2,0.6,3.0,16.43,411.3333333333333
186,61,33.0,51,492,433,5.0,8.1,3.2,0.7,3.2,16.58,394.6666666666667
376,62,33.0,45,497,390,5.0,8.7,3.2,1.4,2.7,22.28,411.1666666666667
220,61,33.0,47,494,433,5.0,8.8,3.3,0.8,2.8,17.6,386.8333333333333
373,62,33.0,54,497,390,4.9,8.4,3.2,1.5,2.7,22.19,417.8333333333333
171,61,33.0,48,514,430,5.5,8.9,3.2,0.7,3.0,16.13,409.8333333333333
175,61,32.0,47,494,436,5.0,8.8,3.3,0.7,2.8,16.25,414.0
292,61,33.0,53,503,414,4.9,8.4,3.2,1.4,2.1,19.76,418.5
188,61,33.0,57,514,458,5.5,8.5,3.0,0.5,3.0,16.64,424.5
184,61,33.0,56,515,459,5.0,8.3,3.3,0.6,2.8,16.52,409.8333333333333
173,60,33.0,56,543,461,5.5,8.6,3.2,0.5,3.0,16.19,426.3333333333333
182,61,33.0,56,507,456,5.0,8.6,3.3,0.6,2.9,16.46,407.6666666666667
161,60,33.0,53,540,462,5.0,8.5,3.2,0.5,3.0,15.83,424.5
152,61,33.0,53,498,456,5.0,8.5,3.2,0.5,3.0,15.56,403.6666666666667
185,61,33.0,53,541,459,5.5,8.6,3.2,0.6,2.9,16.55,436.3333333333333
185,61,33.0,51,504,453,5.0,8.6,3.2,0.6,2.9,16.55,405.1666666666667
195,60,33.0,52,512,458,5.5,8.7,3.2,0.6,3.0,16.85,429.1666666666667
185,61,32.0,51,518,453,5.0,8.6,3.2,0.6,3.0,16.55,406.0
162,59,32.0,45,526,449,5.5,8.2,3.2,0.5,3.1,15.86,397.3333333333333
167,61,32.0,46,490,444,5.0,8.1,3.3,0.5,3.0,16.01,401.5
205,60,33.0,45,517,425,5.5,8.8,3.2,1.0,3.2,17.15,407.0
175,61,32.0,46,506,447,5.0,8.6,3.3,0.6,3.3,16.25,421.5
297,62,33.0,44,511,417,4.9,8.5,3.2,1.2,2.7,19.91,401.8333333333333
180,60,32.0,50,457,352,4.3,8.0,3.1,0.8,4.2,16.4,309.8333333333333
178,61,32.0,51,498,444,5.0,8.3,3.3,0.6,2.8,16.34,394.0
294,60,33.0,52,465,372,4.2,7.7,2.4,1.1,4.2,19.82,326.5
379,60,33.0,48,483,361,4.0,6.6,2.3,1.7,4.0,22.37,338.0
184,60,33.0,51,532,449,5.5,7.2,3.2,0.6,3.0,16.52,420.5
169,60,33.0,50,457,391,4.2,6.5,3.2,0.6,3.1,16.07,317.0
158,60,33.0,53,541,465,5.5,8.5,3.2,0.5,3.0,15.74,426.0
160,60,32.0,52,453,392,4.1,7.8,3.1,0.5,4.1,15.8,312.8333333333333
168,60,33.0,46,478,372,5.5,8.5,3.2,0.5,3.0,16.04,427.5
189,61,33.0,46,480,368,4.1,7.8,3.1,0.5,4.1,16.67,312.8333333333333
342,60,33.0,46,478,373,4.0,8.2,3.1,1.4,3.9,21.26,333.8333333333333
173,60,33.0,48,541,461,5.5,7.9,3.3,0.6,3.0,16.19,421.6666666666667
183,60,32.0,48,458,391,4.9,7.7,3.2,0.6,4.0,16.49,316.1666666666667
164,60,33.0,52,544,465,5.5,8.6,3.3,0.5,3.0,15.92,426.0
164,60,32.0,52,460,305,4.1,8.0,3.2,0.5,4.0,15.92,313.0
437,61,36.0,49,548,398,5.3,7.6,3.1,1.8,2.8,24.11,450.3333333333333
367,60,35.0,51,545,405,5.3,8.0,3.2,1.7,2.9,22.01,441.5
223,60,33.0,51,532,439,5.4,8.7,3.3,0.8,3.0,17.69,422.6666666666667
214,60,32.0,51,472,399,4.1,8.5,3.2,0.7,3.9,17.42,320.5
167,60,33.0,53,537,458,5.5,8.9,3.3,0.5,3.0,16.01,429.5
166,60,32.0,52,464,397,4.0,8.3,3.3,0.5,4.0,15.98,320.1666666666667
199,60,33.0,51,536,444,5.4,8.7,3.2,0.7,3.0,16.97,425.0
205,60,32.0,51,473,399,4.0,8.3,3.1,0.7,3.2,17.15,322.5
194,60,33.0,51,539,459,5.5,8.7,3.2,0.5,3.0,16.82,421.5
179,60,32.0,51,465,400,4.0,8.4,3.2,0.5,4.0,16.37,324.0
185,60,33.0,51,542,451,5.4,8.6,3.3,0.7,3.0,16.55,426.5
184,60,32.0,51,470,401,4.0,8.4,3.2,0.6,3.9,16.52,322.1666666666667
209,60,33.0,53,533,441,5.4,8.7,3.3,0.8,3.0,17.27,421.1666666666667
219,62,33.0,54,518,451,5.0,8.5,3.2,0.8,3.2,17.57,420.3333333333333
166,60,32.0,54,532,456,5.4,8.8,3.3,0.5,3.0,15.98,420.8333333333333
169,61,33.0,54,504,453,5.0,8.9,3.2,0.6,3.3,16.07,408.1666666666667
383,62,33.0,49,511,407,4.9,8.7,3.2,1.5,2.7,22.49,436.1666666666667
179,60,33.0,50,529,449,5.5,9.1,3.2,0.6,3.0,16.37,418.8333333333333
174,61,33.0,51,493,445,5.0,9.0,3.2,0.6,2.9,16.22,402.8333333333333
240,60,33.0,47,541,433,5.4,9.2,3.2,0.7,3.0,18.2,422.6666666666667
223,61,33.0,47,503,435,4.9,9.1,3.2,0.8,2.7,17.69,405.1666666666667
236,60,33.0,47,517,420,5.4,9.1,3.2,1.0,2.9,18.08,403.8333333333333
202,61,32.0,48,497,433,4.9,9.1,3.3,0.6,2.8,17.06,404.0
290,62,33.0,45,506,409,4.9,9.0,3.2,1.3,2.7,19.7,422.5
126,58,32.0,48,428,373,4.0,8.4,3.2,0.4,4.0,14.78,290.1666666666667
124,61,33.0,49,456,423,5.0,9.1,3.3,0.4,3.1,14.72,382.6666666666667
309,62,33.0,50,509,410,4.9,8.9,3.2,1.3,2.7,20.27,430.3333333333333
107,59,32.0,50,431,380,4.0,8.6,3.2,0.4,4.0,14.21,289.8333333333333
105,61,32.0,51,467,431,5.0,9.2,3.3,0.3,3.2,14.15,366.6666666666667
343,62,34.0,54,515,405,4.8,8.4,3.2,1.8,2.7,21.29,437.3333333333333
201,61,32.0,51,459,386,4.0,7.8,3.2,0.7,3.9,17.03,313.5
207,61,32.0,51,507,448,4.9,8.5,3.2,0.7,2.8,17.21,408.0
373,59,33.0,55,504,408,4.9,8.2,3.2,1.8,2.7,22.19,435.0
219,61,32.0,51,465,385,4.0,7.8,3.2,0.6,3.9,17.57,319.1666666666667
210,61,33.0,53,508,448,4.9,8.3,3.2,0.7,2.8,17.3,411.8333333333333
219,60,32.0,51,462,388,4.0,7.9,3.2,0.8,3.9,17.57,314.8333333333333
231,61,33.0,53,511,445,4.9,8.5,3.2,0.7,3.0,17.93,413.3333333333333
309,62,34.0,55,516,420,4.8,8.3,3.4,1.4,2.6,20.27,438.5
324,62,33.0,53,518,419,4.8,8.4,1.9,1.4,2.6,20.72,440.8333333333333
132,59,33.0,47,521,451,5.5,9.1,3.2,0.5,3.0,14.96,410.5
139,61,33.0,49,489,450,4.9,9.1,3.2,0.4,3.0,15.17,392.8333333333333
339,61,33.0,47,492,448,4.9,9.2,3.2,0.6,2.9,21.17,405.1666666666667
189,61,33.0,47,531,444,5.4,8.5,3.2,0.7,3.0,16.67,427.3333333333333
193,61,33.0,48,514,453,4.9,8.5,3.2,0.7,2.8,16.79,413.1666666666667
206,60,33.0,51,525,443,5.4,8.8,3.2,0.7,3.0,17.18,418.3333333333333
206,61,33.0,52,512,457,4.9,9.0,3.2,0.7,2.7,17.18,413.5
190,59,33.0,51,524,443,5.4,9.1,1.8,0.6,3.0,16.7,420.5
204,61,33.0,51,501,451,4.9,9.0,1.8,0.6,2.8,17.12,419.6666666666667
190,60,33.0,51,533,447,4.9,9.1,3.9,0.6,2.8,16.7,420.6666666666667
236,60,33.0,48,472,390,3.9,7.2,3.1,0.8,3.9,18.08,323.5
238,61,33.0,49,503,443,4.9,7.5,3.3,0.9,2.7,18.14,424.5
392,62,34.0,48,523,413,4.8,7.6,3.2,1.8,2.6,22.76,447.3333333333333
401,62,34.0,49,527,416,4.8,8.0,3.2,1.7,2.7,23.03,453.3333333333333
398,62,33.0,50,528,419,4.8,7.7,3.2,1.6,2.7,22.94,449.8333333333333
401,62,34.0,49,531,414,4.8,7.8,3.2,1.8,2.7,23.03,443.1666666666667
377,60,33.0,47,489,368,3.8,7.2,3.1,1.7,3.7,22.31,343.8333333333333
167,60,33.0,56,526,452,5.5,8.5,3.2,0.5,3.0,16.01,422.0
152,61,33.0,55,501,460,4.9,8.7,3.2,0.5,2.9,15.56,417.1666666666667
240,61,33.0,54,547,446,4.4,8.4,3.2,0.8,2.9,18.2,434.1666666666667
213,62,32.0,53,519,453,4.9,8.5,3.2,0.8,2.7,17.39,445.6666666666667
295,61,34.0,54,553,431,5.3,8.6,3.1,2.8,61.0,19.85,440.8333333333333
260,63,33.0,53,518,450,5.0,8.53,3.1,0.9,2.9,18.8,447.0
305,61,33.0,51,551,431,5.3,8.5,3.1,1.2,2.9,20.15,445.0
279,61,33.0,49,553,436,5.3,8.6,3.1,1.2,2.8,19.37,440.0
294,61,33.0,48,554,430,5.3,8.8,3.1,1.3,2.8,19.82,438.1666666666667
324,61,34.0,47,553,420,5.3,8.7,3.2,1.4,2.8,20.72,436.0
319,61,35.0,46,545,421,5.4,9.1,3.1,1.3,2.9,20.57,437.0
320,61,34.0,46,552,419,5.4,8.9,3.1,1.3,2.6,20.6,441.0
303,60,34.6,47,548,422,5.4,8.9,3.2,1.2,2.9,20.09,437.5
331,61,34.0,47,549,424,5.4,8.9,3.3,1.3,2.8,20.93,438.6666666666667
355,62,33.0,46,536,429,4.8,8.9,3.2,1.3,2.6,21.65,441.1666666666667
332,62,33.0,47,537,427,4.8,8.8,3.3,1.3,2.7,20.96,442.0
329,61,33.0,47,524,430,4.8,8.9,3.2,1.2,2.6,20.87,437.5
315,61,33.0,45,509,388,3.8,8.2,3.1,1.3,3.8,20.45,336.24999999999994
176,60,32.0,50,456,394,3.9,8.3,3.2,0.5,3.8,16.28,313.8333333333333
184,61,33.0,51,503,458,4.9,5.8,3.2,0.6,2.8,16.52,407.1666666666667
154,61,33.0,52,531,459,5.5,8.7,3.2,0.5,3.0,15.62,419.1666666666667
151,61,32.0,51,461,401,3.9,8.2,3.2,0.5,3.8,15.53,311.3333333333333
379,60,33.0,46,489,368,3.7,7.1,3.0,1.7,3.6,22.37,347.1666666666667
153,61,33.0,51,531,429,5.4,8.7,3.3,0.4,3.0,15.59,419.3333333333333
152,61,32.0,50,461,401,3.9,8.3,3.3,0.5,3.8,15.56,313.3333333333333
402,60,33.0,47,374,500,3.6,6.9,3.1,2.0,3.5,23.06,356.8333333333333
153,61,35.0,52,552,460,5.4,8.7,3.3,0.4,4.0,15.59,420.6666666666667
391,62,34.0,49,543,422,4.7,7.8,3.1,1.9,2.6,22.73,456.1666666666667
159,61,34.0,52,531,490,5.3,8.4,3.3,0.5,3.0,15.77,425.6666666666667
236,61,34.0,53,532,491,4.8,8.9,3.2,1.3,2.8,18.08,429.3333333333333
339,62,32.0,50,553,420,4.7,8.9,3.0,1.3,2.6,21.17,441.1666666666667
163,60,33.0,54,546,429,5.5,8.9,3.1,0.5,3.0,15.89,424.3333333333333
182,61,33.0,53,526,461,4.8,9.2,3.1,0.5,2.8,16.46,400.1666666666667
184,60,33.0,52,543,458,5.5,9.1,3.1,0.6,3.0,16.52,425.6666666666667
204,61,33.0,53,506,455,4.9,9.2,3.1,0.6,2.7,17.12,392.5
171,60,33.0,54,550,468,5.5,9.0,3.0,0.4,3.0,16.13,438.1666666666667
191,61,33.0,54,525,453,5.0,9.1,3.1,0.6,2.6,16.73,415.5
185,60,33.0,52,542,459,5.5,9.2,3.1,0.6,2.89,16.55,430.6666666666667
205,61,34.0,53,506,456,4.8,9.1,3.1,0.59,2.9,17.15,416.5
99,60,33.3,50,518,458,5.5,8.6,3.1,0.3,3.1,13.97,401.0
174,60,30.3,50,431,388,3.7,8.6,3.1,0.3,3.7,16.22,287.8333333333333
163,60,33.0,51,557,465,5.4,8.6,3.1,0.8,3.0,15.89,419.3333333333333
191,60,32.0,50,492,402,3.6,8.5,3.1,0.6,3.6,16.73,326.5
160,60,33.0,52,553,470,5.4,8.6,3.1,0.6,3.0,15.8,436.0
160,60,32.0,51,470,401,3.6,8.3,3.1,0.6,3.6,15.8,321.1666666666667
180,60,33.0,50,549,464,5.4,8.7,3.1,0.6,3.0,16.4,434.5
187,60,33.0,50,475,400,3.6,8.5,3.0,0.7,3.6,16.61,324.0
239,61,33.0,55,557,456,5.4,8.7,3.0,0.9,2.9,18.17,433.1666666666667
239,61,32.0,55,545,461,4.8,8.7,3.0,0.8,2.6,18.17,429.6666666666667
234,60,33.0,54,533,552,5.4,8.9,3.1,0.8,2.9,18.02,441.1666666666667
435,62,32.0,54,445,458,4.8,8.7,3.0,0.8,2.6,24.05,430.1666666666667
164,60,33.0,53,541,473,5.4,8.9,3.0,0.5,3.0,15.92,438.5
150,61,33.0,53,517,461,4.8,8.9,3.1,0.5,3.1,15.5,407.5
382,62,35.0,50,566,431,4.7,7.8,3.0,1.6,2.6,22.46,459.1666666666667
381,62,35.0,50,566,425,4.7,8.1,3.0,1.6,2.6,22.43,457.6666666666667
450,62,35.0,50,541,419,4.6,7.9,3.0,1.9,2.6,24.5,445.0
455,61,35.0,50,542,418,4.7,7.8,3.0,1.8,2.61,24.65,467.1666666666667
411,62,34.0,51,560,423,4.6,7.9,2.5,1.7,2.6,23.33,461.0
412,62,35.0,51,560,422,4.5,7.9,2.4,1.8,2.61,23.36,460.5
414,62,35.0,52,533,418,4.6,9.2,3.1,1.8,2.6,23.42,457.3333333333333
435,62,34.0,52,570,520,4.6,7.8,2.9,2.0,2.5,24.05,464.8333333333333
432,62,34.0,50,539,422,4.6,7.8,3.0,1.8,2.62,23.96,462.6666666666667
409,62,35.0,50,568,423,4.6,7.6,3.1,1.8,2.6,23.27,456.5
430,62,34.0,50,565,422,4.5,7.5,3.8,1.8,2.6,23.9,460.8333333333333
359,61,35.0,48,551,416,5.4,7.8,3.4,1.5,2.9,21.77,437.3333333333333
364,61,36.0,46,541,543,5.4,7.5,3.1,1.7,5.2,21.92,444.0
392,59,33.0,46,484,592,5.1,7.5,3.1,0.8,5.0,22.76,324.1666666666667
383,49,34.0,43,478,313,5.0,7.5,3.0,1.8,4.8,22.49,336.8333333333333
168,58,33.0,51,478,382,5.1,7.4,3.1,1.6,5.0,16.04,304.5
178,61,33.0,53,448,383,4.8,7.9,3.1,1.6,2.8,16.34,402.3333333333333
286,59,33.0,45,492,365,4.9,8.5,1.6,1.3,4.8,19.58,321.0
189,59,33.0,52,459,397,5.0,7.6,2.6,0.6,4.9,16.67,314.0
193,62,34.0,53,516,452,4.8,7.6,3.1,0.5,2.8,16.79,406.8333333333333
296,61,33.0,60,516,396,4.9,8.4,3.0,1.2,4.8,19.88,343.3333333333333
176,61,33.0,56,540,462,4.7,8.7,3.1,0.6,2.8,16.28,418.0
250,61,33.0,55,489,415,5.0,8.2,3.1,0.5,4.9,18.5,332.5
301,62,33.0,52,533,432,4.7,7.7,1.6,1.1,2.6,20.03,436.8333333333333
312,62,33.0,48,536,427,4.6,8.8,3.0,1.2,2.5,20.36,434.6666666666667
288,61,33.0,47,514,431,4.7,8.8,3.0,1.2,2.5,19.64,428.0
275,61,33.0,46,534,436,4.6,8.8,3.0,1.1,2.5,19.25,429.5
329,62,33.0,47,539,425,4.6,8.8,3.0,1.3,2.5,20.87,434.1666666666667
138,59,33.0,51,450,390,5.1,10.2,3.0,0.4,5.0,15.14,306.5
133,61,33.0,52,498,443,4.7,10.2,3.0,0.4,2.8,14.99,391.0
298,60,33.0,14,477,384,4.9,7.4,2.9,1.3,4.8,19.94,330.8333333333333
105,59,33.0,48,427,386,5.1,7.3,3.0,0.4,5.0,14.15,299.0
212,61,33.0,50,492,439,4.7,7.9,3.0,0.4,2.9,17.36,382.3333333333333
311,60,33.0,47,511,391,4.9,7.4,2.8,1.0,4.8,20.33,336.8333333333333
153,60,34.0,55,512,440,5.4,7.5,3.1,0.5,3.0,15.59,406.8333333333333
150,61,33.0,54,516,452,4.7,8.1,3.1,0.5,2.7,15.5,400.6666666666667
290,60,33.0,57,528,457,5.5,5.0,3.1,0.4,3.1,19.7,421.5
333,61,33.0,55,508,428,4.6,5.5,3.1,1.4,2.5,20.99,439.3333333333333
298,62,33.0,47,543,444,4.5,8.2,3.0,1.1,2.5,19.94,438.1666666666667
234,60,33.0,44,457,397,4.9,7.7,3.0,0.5,5.0,18.02,326.0
298,61,33.0,45,541,458,4.6,8.2,3.0,0.5,2.6,19.94,434.6666666666667
313,61,33.0,44,525,436,4.5,8.4,3.0,1.1,2.5,20.39,437.6666666666667
146,60,33.0,45,430,395,4.6,7.8,3.0,0.5,2.7,15.38,428.8333333333333
157,61,33.0,46,450,372,4.7,8.2,3.0,0.5,3.0,15.71,409.1666666666667
290,62,33.0,52,544,442,2.5,7.9,1.6,1.1,2.5,19.7,439.8333333333333
147,60,33.0,51,480,402,5.0,7.5,3.0,0.7,5.0,15.41,329.8333333333333
157,60,33.0,52,541,469,4.5,7.9,3.0,0.8,2.5,15.71,438.3333333333333
280,62,33.0,50,542,444,4.5,7.9,3.0,1.1,2.4,19.4,433.8333333333333
268,62,1.1,51,550,448,4.4,7.9,1.6,1.1,2.4,19.04,436.5
180,61,33.0,50,478,404,4.8,7.8,1.6,0.7,2.3,16.4,405.0
190,60,33.0,50,341,470,5.0,7.6,1.6,0.6,2.4,16.7,437.0
261,60,33.0,50,486,399,4.9,7.3,2.9,1.1,4.8,18.83,337.3333333333333
265,60,33.0,50,485,398,4.9,7.3,2.9,1.12,4.8,18.95,341.0
300,60,33.0,52,515,392,4.9,7.2,2.8,1.1,4.8,20.0,334.5
298,60,33.0,52,512,398,4.9,7.2,2.8,1.1,4.8,19.94,335.6666666666667
312,60,34.0,52,490,394,5.0,7.3,2.9,1.3,4.9,20.36,336.5
339,60,33.0,55,449,391,4.9,7.1,2.9,1.4,4.8,21.17,340.8333333333333
330,61,33.0,60,556,449,5.0,7.9,3.0,1.1,2.7,20.9,447.5
165,60,33.0,59,480,409,5.0,8.2,3.0,0.7,5.0,15.95,331.5
174,61,33.0,60,511,467,5.0,8.7,3.1,0.7,2.9,16.22,432.8333333333333
